plr_type,plr_median,plr_confidence_low,plr_confidence_high,length_years_rounded,power_dc,pv_climate_zone,technology1,technology2,type_mounting,tracking
sensor,-0.4,-0.63,-0.18,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.47,-0.71,-0.23,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.45,-0.73,-0.23,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,0,-0.18,0.19,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,0.01,-0.23,0.25,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.5,-0.81,-0.23,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.45,-0.83,-0.12,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.26,-0.53,0.02,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.49,-0.75,-0.28,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.47,-0.78,-0.22,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,0.41,0.1,0.76,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.4,-0.75,-0.14,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.71,-0.97,-0.45,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,0.06,-0.13,0.34,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,0.11,-0.15,0.27,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.49,-0.74,-0.18,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,0.07,-0.14,0.28,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,0.05,-0.23,0.34,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,0.03,-0.19,0.23,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.47,-0.8,-0.2,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.62,-0.83,-0.4,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.22,-0.54,0.08,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.28,-0.62,-0.06,5,0.5-2 MW,T4,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.04,-1.33,-0.79,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.57,-0.78,-0.41,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.68,-0.93,-0.45,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.83,-0.98,-0.63,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.18,-1.46,-0.9,6,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.3,-0.43,-0.15,7,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-2.18,-2.59,-1.81,7,0.5-2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-2.01,-2.28,-1.68,9,0.5-2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-1.99,-2.32,-1.56,9,0.5-2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-0.67,-0.9,-0.35,10,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
sensor,-0.14,-0.52,0.12,10,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
sensor,-0.89,-1.21,-0.55,10,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,-0.68,-0.92,-0.45,10,< 0.5 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,0.34,0.09,0.62,10,0.5-2 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,0.39,0.11,0.64,10,0.5-2 MW,T3,mono-Si,n-IBC,Roof,FALSE
clearsky,-1.27,-2.26,-0.28,5,> 2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
clearsky,-2.17,-3.46,-1.19,5,> 2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
clearsky,-1.44,-2.63,-0.57,5,> 2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
clearsky,-2.68,-3.85,-1.55,5,> 2 MW,T3,multi-Si,Al-BSF,Roof,FALSE
nsrdb,-1.63,-2.09,-1.31,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-1.27,-1.81,-0.65,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-1.45,-1.81,-0.97,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-2.09,-2.49,-1.67,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.99,-1.4,-0.47,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-1.35,-1.69,-0.77,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-1.56,-2.08,-1.24,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-1.83,-2.36,-1.44,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-1.91,-2.32,-1.52,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-1.96,-2.35,-1.53,4,< 0.5 MW,T5,mono-Si,Al-BSF,Parking,FALSE
nsrdb,-0.51,-1.4,0.05,10,0.5-2 MW,T4,mono-Si,n-IBC,Parking,TRUE
sensor,-0.31,-0.84,0.26,5,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-1.14,-2.13,-0.35,5,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-0.05,-0.55,0.43,5,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,0.12,-0.43,0.49,5,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,0.07,-0.55,0.56,5,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,0.23,-0.42,0.72,5,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-0.06,-0.59,0.56,5,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
nsrdb,0.06,-0.78,0.88,4,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
nsrdb,0.59,-0.6,1.44,4,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
nsrdb,0.23,-0.91,0.98,6,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
nsrdb,0.16,-0.52,0.83,6,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
nsrdb,-0.16,-0.72,0.84,6,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
sensor,-1.14,-1.44,-0.89,10,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.03,-1.18,1.88,3,0.5-2 MW,T4,mono-Si,n-IBC,Roof,FALSE
nsrdb,-1.85,-3.45,-0.59,4,> 2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.93,-2.96,-0.71,4,> 2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-1.08,-2.2,0.09,4,> 2 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,-2.08,-2.6,-1.53,14,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,TRUE
sensor,0.78,0.29,1.41,7,< 0.5 MW,T4,mono-Si,n-IBC,Roof,FALSE
sensor,-0.68,-1.65,0.32,4,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-1.98,-2.44,-1.38,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.87,-2.3,-1.37,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.16,-1.55,-0.68,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.43,-1.97,-0.85,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.1,-1.49,-0.68,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-2.44,-2.83,-1.96,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.7,-2.24,-1.19,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.06,-1.4,-0.68,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.98,-1.47,-0.67,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.26,-1.6,-0.9,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-2.1,-2.71,-1.67,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.53,-2.16,-0.94,4,< 0.5 MW,T3,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.78,-0.89,-0.56,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.98,-1.11,-0.8,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.77,-0.91,-0.64,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,0.07,-0.3,0.58,5,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.62,-0.7,-0.51,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.65,-0.76,-0.52,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.72,-0.9,-0.55,9,< 0.5 MW,T5,mono-Si,n-IBC,Roof,FALSE
sensor,-1.02,-1.48,-0.56,4,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.01,-0.49,0.73,4,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
sensor,0.19,-0.17,0.6,4,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.58,-0.76,-0.37,9,0.5-2 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,-0.74,-1.02,-0.43,9,0.5-2 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,-0.25,-0.9,0.29,4,< 0.5 MW,T5,multi-Si,Al-BSF,Canopy,FALSE
nsrdb,-0.26,-1.58,0.52,4,< 0.5 MW,T5,multi-Si,Al-BSF,Canopy,FALSE
sensor,0.46,-0.12,1.12,4,< 0.5 MW,T5,multi-Si,Al-BSF,Canopy,FALSE
sensor,-1.16,-1.61,-0.76,6,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
nsrdb,-0.17,-1.1,0.69,4,0.5-2 MW,T4,multi-Si,Al-BSF,Roof,FALSE
nsrdb,-0.72,-0.97,-0.35,5,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.37,-0.64,-0.05,5,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.56,-0.82,-0.19,5,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.66,-1.01,-0.33,5,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.02,-0.46,0.36,5,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.56,-1.02,0.02,5,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.2,-0.5,0.21,5,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,0.1,-0.63,0.78,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,0.31,-0.41,1.33,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
nsrdb,0.72,-0.09,1.5,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.53,-0.69,-0.36,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.46,-0.63,-0.27,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.46,-0.65,-0.27,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.71,-0.85,-0.52,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.6,-0.73,-0.42,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.53,-0.69,-0.38,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.47,-0.66,-0.3,5,< 0.5 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.23,-0.54,0.23,4,0.5-2 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,0.41,0.1,0.68,7,0.5-2 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.83,-1.16,-0.54,4,0.5-2 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,0.39,0.11,0.64,7,0.5-2 MW,T5,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.02,-1.35,-0.65,4,0.5-2 MW,T5,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.84,-1.44,-0.15,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.36,-2.32,-0.65,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.57,-2.21,-0.98,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.91,-1.52,-0.26,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.27,-2.64,-0.66,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.6,-2.81,-0.74,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.33,-1.27,0.59,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.38,-1.19,0.57,2,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
clearsky,-1.38,-1.69,-1.13,11,< 0.5 MW,T6,multi-Si,Al-BSF,Roof,TRUE
sensor,-1.29,-1.75,-0.67,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,0.3,-0.45,1.1,6,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
sensor,-1.17,-1.61,-0.73,6,< 0.5 MW,T3,mono-Si,Al-BSF,Roof,FALSE
sensor,-0.18,-0.42,0.06,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,0.12,-0.16,0.46,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.75,-0.96,-0.51,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.33,-0.57,0,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.27,-0.5,0.13,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.51,-0.9,-0.12,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.03,-0.22,0.15,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,0.15,-0.22,0.44,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.24,-0.44,-0.02,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,-0.36,-0.64,-0.12,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
sensor,0.14,-0.01,0.37,4,< 0.5 MW,T6,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.54,-0.88,-0.17,7,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,0.55,-0.34,1.21,5,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.02,-0.82,0.83,6,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.22,-0.75,0.43,5,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,0.58,-0.32,1.54,5,< 0.5 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-1.73,-2.17,-1.37,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.96,-2.27,-1.64,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.79,-2.05,-1.37,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.9,-2.33,-1.44,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.72,-2.15,-1.4,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.48,-1.8,-1.15,5,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-2.36,-2.75,-1.95,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-2.01,-2.41,-1.57,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-2.16,-2.44,-1.78,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.68,-2.23,-1.31,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.95,-2.34,-1.65,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.93,-2.3,-1.55,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.16,-1.74,-0.64,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.75,-2.21,-1.46,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.22,-1.67,-0.88,5,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-2.08,-2.39,-1.73,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.99,-2.3,-1.72,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.8,-2.18,-1.32,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.97,-2.3,-1.45,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.94,-2.5,-1.4,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.85,-2.29,-1.35,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.79,-2.33,-1.27,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-2.07,-2.36,-1.73,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.15,-1.55,-0.8,5,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-1.9,-2.24,-1.57,4,> 2 MW,T4,CdTe,CdTe,Ground,TRUE
sensor,-0.29,-0.97,0.39,3,0.5-2 MW,T3,CdTe,CdTe,Ground,FALSE
sensor,-0.49,-1.19,0.26,3,0.5-2 MW,T3,CdTe,CdTe,Ground,FALSE
sensor,0.04,-0.36,0.58,3,0.5-2 MW,T3,CdTe,CdTe,Ground,FALSE
sensor,-0.21,-0.8,0.32,3,0.5-2 MW,T3,CdTe,CdTe,Ground,FALSE
nsrdb,-0.94,-1.67,0.08,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-0.92,-1.93,0.02,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-0.63,-1.61,0.14,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-1.23,-2.37,-0.51,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-2.07,-2.87,-1.09,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-0.42,-1.29,0.4,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-2.27,-3.1,-1.59,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-0.69,-1.56,0.4,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,-0.45,-1.56,0.42,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
nsrdb,0.62,-0.3,1.7,3,< 0.5 MW,T4,mono-Si,n-IBC,Canopy,FALSE
sensor,0.01,-0.2,0.22,7,< 0.5 MW,T3,multi-Si,Al-BSF,Roof,FALSE
nsrdb,-0.88,-1.17,-0.56,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.64,-1.11,-0.37,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.16,-1.5,-0.82,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.01,-1.27,-0.72,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.64,-0.86,-0.29,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.65,-1.05,-0.31,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.06,-1.42,-0.6,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.42,-0.77,-0.15,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.68,-1.03,-0.26,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.15,-0.51,0.15,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1,-1.29,-0.67,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.59,-0.89,-0.26,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.2,-1.48,-0.88,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.73,-1.03,-0.38,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.83,-1.18,-0.6,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.89,-1.25,-0.52,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.02,-1.27,-0.63,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.83,-1.07,-0.52,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.91,-1.21,-0.62,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-0.94,-1.34,-0.48,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.03,-1.37,-0.78,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
nsrdb,-1.22,-1.5,-0.87,6,< 0.5 MW,T4,multi-Si,Al-BSF,Parking,FALSE
sensor,-1.67,-2.22,-1.21,10,0.5-2 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,-1.43,-1.85,-1.2,10,0.5-2 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,-1.33,-2.16,-0.39,11,0.5-2 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,-2.14,-3.08,-1.29,12,0.5-2 MW,T3,mono-Si,n-IBC,Roof,FALSE
sensor,-0.89,-1.29,-0.64,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.76,-1.04,-0.52,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.66,-0.9,-0.2,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.59,-0.9,-0.32,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.83,-1.18,-0.54,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.89,-1.26,-0.51,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.62,-0.83,-0.29,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.67,-0.95,-0.44,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.87,-1.17,-0.45,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.93,-1.33,-0.48,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.74,-0.95,-0.39,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.71,-0.98,-0.37,3,0.5-2 MW,T3,multi-Si,Al-BSF,Ground,FALSE
sensor,-1.86,-2.07,-1.54,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.77,-2.25,-1.24,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.67,-2.06,-1.28,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.71,-2.05,-1.32,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.99,-2.49,-1.51,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-2.08,-2.31,-1.78,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.6,-1.86,-1.38,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-1.97,-2.22,-1.68,3,< 0.5 MW,T3,mono-Si,PERC,Parking,FALSE
sensor,-0.58,-0.88,-0.4,3,< 0.5 MW,T3,multi-Si,PERC,Parking,FALSE
sensor,-0.73,-0.96,-0.51,3,< 0.5 MW,T3,multi-Si,PERC,Parking,FALSE
sensor,-0.39,-0.61,-0.19,3,< 0.5 MW,T3,multi-Si,PERC,Parking,FALSE
sensor,-1.17,-1.54,-0.83,3,< 0.5 MW,T3,multi-Si,PERC,Parking,FALSE
sensor,-0.6,-0.95,-0.38,3,< 0.5 MW,T3,multi-Si,PERC,Parking,FALSE
sensor,-2.31,-2.9,-1.74,3,< 0.5 MW,T3,multi-Si,PERC,Parking,FALSE
sensor,-0.7,-0.86,-0.56,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.7,-0.86,-0.54,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.7,-0.87,-0.53,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.69,-0.88,-0.57,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.7,-0.85,-0.53,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.72,-0.9,-0.55,6,< 0.5 MW,T4,multi-Si,Al-BSF,Ground,FALSE
sensor,-0.82,-1.05,-0.63,3,0.5-2 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.64,-2.01,-1.34,3,0.5-2 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-1.83,-2.36,-1.27,3,0.5-2 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.89,-1.1,-0.64,3,0.5-2 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.17,-0.38,0.03,3,0.5-2 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.92,-1.31,-0.58,3,0.5-2 MW,T5,mono-Si,Al-BSF,Parking,FALSE
sensor,-0.83,-1.05,-0.56,3,0.5-2 MW,T5,mono-Si,Al-BSF,Parking,FALSE
